Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-23 00:00:00,64248.96484375,64322.09765625,64245.484375,64322.09765625,64322.09765625,23052288
2024-06-23 00:15:00,64322.55859375,64359.41796875,64320.49609375,64321.44140625,64321.44140625,13752320
2024-06-23 00:30:00,64328.8828125,64454.38671875,64328.8828125,64454.38671875,64454.38671875,38154240
2024-06-23 00:45:00,64465.47265625,64485.9765625,64438.03515625,64444.95703125,64444.95703125,12141568
2024-06-23 01:00:00,64445.3359375,64490.8125,64382.3125,64382.3125,64382.3125,0
2024-06-23 01:15:00,64358.91015625,64406.390625,64348.6953125,64400.0546875,64400.0546875,65084416
2024-06-23 01:30:00,64402.70703125,64465.390625,64402.70703125,64434.25390625,64434.25390625,37983232
2024-06-23 01:45:00,64426.921875,64460.94140625,64426.921875,64458.25,64458.25,0
2024-06-23 02:00:00,64447.86328125,64447.86328125,64407.52734375,64407.52734375,64407.52734375,0
2024-06-23 02:15:00,64401.671875,64421.88671875,64375.6171875,64375.6171875,64375.6171875,0
2024-06-23 02:30:00,64378.53515625,64395.37109375,64365.08203125,64365.08203125,64365.08203125,0
2024-06-23 02:45:00,64363.140625,64443.6796875,64352.5625,64443.6796875,64443.6796875,5131264
2024-06-23 03:00:00,64479.40234375,64489.140625,64456.75,64456.75,64456.75,0
2024-06-23 03:15:00,64445.1015625,64452.41796875,64423.8828125,64423.8828125,64423.8828125,4789248
2024-06-23 03:30:00,64432.41015625,64442.50390625,64418.40625,64419.64453125,64419.64453125,0
2024-06-23 03:45:00,64420.546875,64441.44140625,64411.28515625,64411.28515625,64411.28515625,19456000
2024-06-23 04:00:00,64402.80859375,64408.84375,64380.03125,64398.1875,64398.1875,2025472
2024-06-23 04:15:00,64397.75,64401.33984375,64358.2578125,64358.2578125,64358.2578125,28470272
2024-06-23 04:30:00,64360.00390625,64368.74609375,64360.00390625,64360.57421875,64360.57421875,0
2024-06-23 04:45:00,64364.6015625,64368.11328125,64353.84375,64356.375,64356.375,0
2024-06-23 05:00:00,64353.19921875,64397.07421875,64353.19921875,64377.34375,64377.34375,3492864
2024-06-23 05:15:00,64372.5546875,64372.5546875,64333.984375,64343.34375,64343.34375,5924864
2024-06-23 05:30:00,64337.234375,64351.9375,64333.359375,64334.890625,64334.890625,0
2024-06-23 05:45:00,64336.6484375,64369.4453125,64336.6484375,64354.359375,64354.359375,0
2024-06-23 06:00:00,64353.89453125,64362.56640625,64344.078125,64362.56640625,64362.56640625,0
2024-06-23 06:15:00,64358.65625,64362.3515625,64357.6484375,64360.66015625,64360.66015625,0
2024-06-23 06:30:00,64362.9140625,64384.38671875,64353.76171875,64366.30078125,64366.30078125,0
2024-06-23 06:45:00,64368.15234375,64368.15234375,64351.00390625,64354.7578125,64354.7578125,0
2024-06-23 07:00:00,64354.74609375,64366.4921875,64351.65234375,64366.4921875,64366.4921875,0
2024-06-23 07:15:00,64363.2265625,64406.85546875,64363.2265625,64398.5859375,64398.5859375,0
2024-06-23 07:30:00,64396.1640625,64396.1640625,64359.625,64359.625,64359.625,0
2024-06-23 07:45:00,64357.484375,64385.89453125,64353.20703125,64385.89453125,64385.89453125,0
2024-06-23 08:00:00,64379.890625,64387.62890625,64361.296875,64361.74609375,64361.74609375,0
2024-06-23 08:15:00,64364.48828125,64364.48828125,64348.0390625,64348.3828125,64348.3828125,0
2024-06-23 08:30:00,64349.07421875,64351.80078125,64344.328125,64344.328125,64344.328125,3961344
2024-06-23 08:45:00,64343.4296875,64349.296875,64343.3671875,64347.546875,64347.546875,0
2024-06-23 09:00:00,64354.9765625,64395.3359375,64354.9765625,64395.3359375,64395.3359375,1958912
2024-06-23 09:15:00,64392.16796875,64393.41796875,64382.47265625,64387.0078125,64387.0078125,0
2024-06-23 09:30:00,64384.1640625,64387.26171875,64371.9375,64385.83984375,64385.83984375,29989888
2024-06-23 09:45:00,64384.34375,64388.23828125,64373.61328125,64377.95703125,64377.95703125,0
2024-06-23 10:00:00,64376.6796875,64383.21484375,64306.21875,64306.21875,64306.21875,26116608
2024-06-23 10:15:00,64313.21875,64338.73046875,64312.47265625,64330.44921875,64330.44921875,795136
2024-06-23 10:30:00,64334.62109375,64334.62109375,64310.68359375,64310.68359375,64310.68359375,0
2024-06-23 10:45:00,64310.2421875,64310.2421875,64274.68359375,64274.68359375,64274.68359375,65186816
2024-06-23 11:00:00,64271.5390625,64280.16015625,64231.26953125,64280.16015625,64280.16015625,45973504
2024-06-23 11:15:00,64278.15234375,64285.28515625,64246.66015625,64252.50390625,64252.50390625,23362560
2024-06-23 11:30:00,64245.38671875,64283.68359375,64245.38671875,64275.62109375,64275.62109375,9729024
2024-06-23 11:45:00,64272.9453125,64293.76953125,64259.4453125,64293.76953125,64293.76953125,0
2024-06-23 12:00:00,64298.46875,64311.2109375,64287.9921875,64287.9921875,64287.9921875,3471360
2024-06-23 12:15:00,64290.53125,64307.06640625,64279.9453125,64304.125,64304.125,28918272
2024-06-23 12:30:00,64307.359375,64328.88671875,64304.10546875,64323.63671875,64323.63671875,5992960
2024-06-23 12:45:00,64329.53125,64329.53125,64314.55078125,64326.74609375,64326.74609375,5470720
2024-06-23 13:00:00,64334.58984375,64382.8203125,64332.44921875,64332.44921875,64332.44921875,0
2024-06-23 13:15:00,64325.43359375,64325.43359375,64251.28125,64251.28125,64251.28125,28642816
2024-06-23 13:30:00,64251.08984375,64288.546875,64251.08984375,64266.2421875,64266.2421875,14151168
2024-06-23 13:45:00,64269.21875,64269.21875,64246.17578125,64251.91015625,64251.91015625,29040128
2024-06-23 14:00:00,64256.75390625,64269.32421875,64218.2265625,64218.2265625,64218.2265625,0
